experiment_id,snapshot_id,scenario,configuration,window_count,metric,unit,run,value,iterations,instrument,local_artifact,notes
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"elapsed","ns/op",2,2.1232,62500,"Stopwatch.GetTimestamp","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"managed_allocated","bytes/op",2,0,62500,"GC.GetAllocatedBytesForCurrentThread","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen0_collections","count/run",2,0,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen1_collections","count/run",2,0,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen2_collections","count/run",2,0,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"elapsed","ns/op",2,147.1184,62500,"Stopwatch.GetTimestamp","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"managed_allocated","bytes/op",2,432,62500,"GC.GetAllocatedBytesForCurrentThread","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen0_collections","count/run",2,1,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen1_collections","count/run",2,0,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen2_collections","count/run",2,0,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"elapsed","ns/op",3,147.8432,62500,"Stopwatch.GetTimestamp","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"managed_allocated","bytes/op",3,432,62500,"GC.GetAllocatedBytesForCurrentThread","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen0_collections","count/run",3,1,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen1_collections","count/run",3,0,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen2_collections","count/run",3,0,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"elapsed","ns/op",3,1.6976,62500,"Stopwatch.GetTimestamp","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"managed_allocated","bytes/op",3,0,62500,"GC.GetAllocatedBytesForCurrentThread","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen0_collections","count/run",3,0,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen1_collections","count/run",3,0,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen2_collections","count/run",3,0,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"elapsed","ns/op",4,2.2288,62500,"Stopwatch.GetTimestamp","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"managed_allocated","bytes/op",4,0,62500,"GC.GetAllocatedBytesForCurrentThread","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen0_collections","count/run",4,0,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen1_collections","count/run",4,0,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen2_collections","count/run",4,0,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"elapsed","ns/op",4,140.3872,62500,"Stopwatch.GetTimestamp","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"managed_allocated","bytes/op",4,432,62500,"GC.GetAllocatedBytesForCurrentThread","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen0_collections","count/run",4,1,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen1_collections","count/run",4,0,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen2_collections","count/run",4,0,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"elapsed","ns/op",5,142.6576,62500,"Stopwatch.GetTimestamp","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"managed_allocated","bytes/op",5,432,62500,"GC.GetAllocatedBytesForCurrentThread","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen0_collections","count/run",5,1,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen1_collections","count/run",5,0,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-BASELINE","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), production","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen2_collections","count/run",5,0,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"elapsed","ns/op",5,2.1216,62500,"Stopwatch.GetTimestamp","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"managed_allocated","bytes/op",5,0,62500,"GC.GetAllocatedBytesForCurrentThread","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen0_collections","count/run",5,0,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen1_collections","count/run",5,0,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-FLEX-STABLE-GUARD-MODEL","FWM-PERF-20260905-4fb943b-tree48c574b-u3","Flex.SetContainerWidth(same width), experimental call-site guard model","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen2_collections","count/run",5,0,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"elapsed","ns/op",1,559.9824,62500,"Stopwatch.GetTimestamp","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"managed_allocated","bytes/op",1,1016,62500,"GC.GetAllocatedBytesForCurrentThread","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen0_collections","count/run",1,3,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen1_collections","count/run",1,0,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen2_collections","count/run",1,0,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"elapsed","ns/op",2,566.6496,62500,"Stopwatch.GetTimestamp","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"managed_allocated","bytes/op",2,1016,62500,"GC.GetAllocatedBytesForCurrentThread","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen0_collections","count/run",2,3,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen1_collections","count/run",2,0,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen2_collections","count/run",2,0,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"elapsed","ns/op",3,567.9776,62500,"Stopwatch.GetTimestamp","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"managed_allocated","bytes/op",3,1016,62500,"GC.GetAllocatedBytesForCurrentThread","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen0_collections","count/run",3,3,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen1_collections","count/run",3,0,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen2_collections","count/run",3,0,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"elapsed","ns/op",4,568.7312,62500,"Stopwatch.GetTimestamp","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"managed_allocated","bytes/op",4,1016,62500,"GC.GetAllocatedBytesForCurrentThread","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen0_collections","count/run",4,3,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen1_collections","count/run",4,0,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen2_collections","count/run",4,0,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"elapsed","ns/op",5,560.368,62500,"Stopwatch.GetTimestamp","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"managed_allocated","bytes/op",5,1016,62500,"GC.GetAllocatedBytesForCurrentThread","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
"EXP-LAYOUT-STABLE-PASS","FWM-PERF-20260905-4fb943b-tree48c574b-u3","DesktopTree.Measure+Arrange, unchanged flat tree","Release; net10.0-windows7.0; x64; no debugger; DOTNET_TieredCompilation=0",4,"gen0_collections","count/run",5,3,62500,"GC.CollectionCount","artifacts/performance/FWM-PERF-20260905-4fb943b-tree48c574b-u3/performance-harness-tiered-off.csv","Raw ignored local artifact; managed isolated harness"
