"path","ownership","subsystem","review_status","what_reviewed","related_perf_ids"
"FancyWM.ThemeEngine/Wpf/CssBindingRegistry.cs","first_party_production","theme_engine","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-015;PERF-024;PERF-035;PERF-036"
"FancyWM.ThemeEngine/Wpf/CssDictionary.cs","first_party_production","theme_engine","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-015;PERF-024;PERF-035;PERF-036"
"FancyWM.ThemeEngine/Wpf/CssManager.cs","first_party_production","theme_engine","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-015;PERF-024;PERF-035;PERF-036"
"FancyWM.ThemeEngine/Wpf/CssResourceExtension.cs","first_party_production","theme_engine","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-015;PERF-024;PERF-035;PERF-036"
"FancyWM.ThemeEngine/Wpf/CssToWpfResourceConverter.cs","first_party_production","theme_engine","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-015;PERF-024;PERF-035;PERF-036"
"FancyWM.ThemeEngine/Wpf/CssValue.cs","first_party_production","theme_engine","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-015;PERF-024;PERF-035;PERF-036"
"FancyWM.ThemeEngine/Wpf/FreezableExtensions.cs","first_party_production","theme_engine","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-015;PERF-024;PERF-035;PERF-036"
"FancyWM/AlgorithmicLayouts/AlgorithmicDesktopCreationOrchestrator.cs","first_party_production","master_satellites","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/AlgorithmicLayouts/AlgorithmicDesktopCreationTracker.cs","first_party_production","master_satellites","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/AlgorithmicLayouts/AlgorithmicLayoutCoordinator.cs","first_party_production","master_satellites","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-008;PERF-020;PERF-022"
"FancyWM/AlgorithmicLayouts/AlgorithmicLayoutCoordinator.Destinations.cs","first_party_production","master_satellites","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-008;PERF-020;PERF-022"
"FancyWM/AlgorithmicLayouts/AlgorithmicLayoutEvent.cs","first_party_production","master_satellites","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/AlgorithmicLayouts/AlgorithmicLayoutNotificationFormatter.cs","first_party_production","master_satellites","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/AlgorithmicLayouts/AlgorithmicWindowTransferEventTracker.cs","first_party_production","master_satellites","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/AlgorithmicLayouts/AlgorithmicWindowTransferOrchestrator.cs","first_party_production","master_satellites","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/AlgorithmicLayouts/LayoutStateKey.cs","first_party_production","master_satellites","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/AlgorithmicLayouts/MasterSatelliteArrangeFailure.cs","first_party_production","master_satellites","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-006;PERF-007;PERF-008"
"FancyWM/AlgorithmicLayouts/MasterSatelliteCapacityTransitionPlanner.cs","first_party_production","master_satellites","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-006;PERF-007;PERF-008"
"FancyWM/AlgorithmicLayouts/MasterSatelliteCommandController.cs","first_party_production","master_satellites","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-006;PERF-007;PERF-008"
"FancyWM/AlgorithmicLayouts/MasterSatelliteDropController.cs","first_party_production","master_satellites","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-006;PERF-007;PERF-008"
"FancyWM/AlgorithmicLayouts/MasterSatelliteLayoutEngine.cs","first_party_production","master_satellites","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-006;PERF-007;PERF-008"
"FancyWM/AlgorithmicLayouts/MasterSatelliteResults.cs","first_party_production","master_satellites","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-006;PERF-007;PERF-008"
"FancyWM/AlgorithmicLayouts/MasterSatelliteRuntimeRegistry.cs","first_party_production","master_satellites","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-006;PERF-007;PERF-008"
"FancyWM/AlgorithmicLayouts/MasterSatelliteRuntimeState.cs","first_party_production","master_satellites","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-006;PERF-007;PERF-008"
"FancyWM/AlgorithmicLayouts/PendingWindowTransfer.cs","first_party_production","master_satellites","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/App.config","first_party_production","repository_misc","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/app.manifest","first_party_production","build_startup_packaging","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/App.xaml","first_party_production","startup_lifecycle","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-013;PERF-016;PERF-017;PERF-019;PERF-024;PERF-026"
"FancyWM/App.xaml.cs","first_party_production","startup_lifecycle","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-013;PERF-016;PERF-017;PERF-019;PERF-024;PERF-026"
"FancyWM/AssemblyInfo.cs","first_party_production","repository_misc","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Controls/KeybindingList.xaml","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Controls/KeybindingList.xaml.cs","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Controls/KeyboardButton.xaml","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Controls/KeyboardButton.xaml.cs","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Controls/KeyPattern.xaml","first_party_production","input_hooks_hotkeys","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Controls/KeyPattern.xaml.cs","first_party_production","input_hooks_hotkeys","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Controls/KeyPressBox.xaml","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Controls/KeyPressBox.xaml.cs","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Controls/MessageBoxContent.xaml","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Controls/MessageBoxContent.xaml.cs","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Controls/NonHitTestableTilingOverlay.xaml","first_party_production","overlay_wpf","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-028;PERF-029"
"FancyWM/Controls/NonHitTestableTilingOverlay.xaml.cs","first_party_production","overlay_wpf","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-028;PERF-029"
"FancyWM/Controls/StringsListBox.xaml","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-032"
"FancyWM/Controls/StringsListBox.xaml.cs","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-032"
"FancyWM/Controls/SvgIcon.xaml","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Controls/SvgIcon.xaml.cs","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Controls/TabBar.xaml","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Controls/TabBar.xaml.cs","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Controls/TestControl.xaml","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Controls/TestControl.xaml.cs","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Controls/TilingNodeCaptionBlock.xaml","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Controls/TilingNodeCaptionBlock.xaml.cs","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Controls/TilingNodeTab.xaml","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Controls/TilingNodeTab.xaml.cs","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Controls/TilingOverlay.xaml","first_party_production","overlay_wpf","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-029"
"FancyWM/Controls/TilingOverlay.xaml.cs","first_party_production","overlay_wpf","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-029"
"FancyWM/Controls/TilingPanel.xaml","first_party_production","overlay_wpf","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Controls/TilingPanel.xaml.cs","first_party_production","overlay_wpf","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Controls/TilingWindow.xaml","first_party_production","overlay_wpf","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-028"
"FancyWM/Controls/TilingWindow.xaml.cs","first_party_production","overlay_wpf","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-028"
"FancyWM/Converters/ActivationHotkeyConverter.cs","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Converters/ColorConverter.cs","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Converters/KeybindingConverter.cs","first_party_production","wpf_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/FancyWM.bat","first_party_production","build_startup_packaging","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/FancyWM.csproj","first_party_production","build_startup_packaging","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Icon4.ico","first_party_binary_asset","repository_misc","BINARY_INVENTORIED","Type, size, packaging/loading reference reviewed; binary content not reverse-engineered",""
"FancyWM/ITilingService.cs","first_party_production","tiling_core","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-002;PERF-004;PERF-006;PERF-007;PERF-008;PERF-009;PERF-019;PERF-022"
"FancyWM/IWindowManager.cs","first_party_production","repository_misc","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/MainWindow.xaml","first_party_production","startup_lifecycle","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-002;PERF-011;PERF-013;PERF-014;PERF-016;PERF-019;PERF-024;PERF-026;PERF-030;PERF-031;PERF-037"
"FancyWM/MainWindow.xaml.cs","first_party_production","startup_lifecycle","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-002;PERF-011;PERF-013;PERF-014;PERF-016;PERF-019;PERF-024;PERF-026;PERF-030;PERF-031;PERF-037"
"FancyWM/Models/ActivationHotkey.cs","first_party_production","repository_misc","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Models/AppState.cs","first_party_production","repository_misc","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Models/BindableAction.cs","first_party_production","repository_misc","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Models/Entities.cs","first_party_production","settings_persistence_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-014"
"FancyWM/Models/KeybindingDictionary.cs","first_party_production","repository_misc","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-033"
"FancyWM/Models/MasterSatelliteLayoutSettings.cs","first_party_production","repository_misc","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-006;PERF-007;PERF-008"
"FancyWM/Models/PageItem.cs","first_party_production","repository_misc","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Models/Settings.cs","first_party_production","settings_persistence_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-014"
"FancyWM/MultiDisplayActiveDisplaySelector.cs","first_party_production","tiling_core","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/MultiDisplayTilingService.cs","first_party_production","tiling_core","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-002;PERF-003;PERF-004;PERF-006;PERF-007;PERF-008;PERF-009;PERF-016;PERF-019;PERF-022"
"FancyWM/Pages/Settings/AboutPage.xaml","first_party_production","settings_persistence_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-032"
"FancyWM/Pages/Settings/AboutPage.xaml.cs","first_party_production","settings_persistence_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-032"
"FancyWM/Pages/Settings/AdvancedPage.xaml","first_party_production","settings_persistence_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Pages/Settings/AdvancedPage.xaml.cs","first_party_production","settings_persistence_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Pages/Settings/GeneralPage.xaml","first_party_production","settings_persistence_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Pages/Settings/GeneralPage.xaml.cs","first_party_production","settings_persistence_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Pages/Settings/HelpPage.xaml","first_party_production","settings_persistence_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-027;PERF-032"
"FancyWM/Pages/Settings/HelpPage.xaml.cs","first_party_production","settings_persistence_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-027;PERF-032"
"FancyWM/Pages/Settings/InteractionPage.xaml","first_party_production","settings_persistence_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Pages/Settings/InteractionPage.xaml.cs","first_party_production","settings_persistence_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Pages/Settings/InterfacePage.xaml","first_party_production","settings_persistence_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Pages/Settings/InterfacePage.xaml.cs","first_party_production","settings_persistence_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Pages/Settings/KeybindingsPage.xaml","first_party_production","settings_persistence_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-032"
"FancyWM/Pages/Settings/KeybindingsPage.xaml.cs","first_party_production","settings_persistence_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-032"
"FancyWM/Pages/Settings/LayoutsPage.xaml","first_party_production","settings_persistence_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Pages/Settings/LayoutsPage.xaml.cs","first_party_production","settings_persistence_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Pages/Settings/MasterSatellitePreviewPlan.cs","first_party_production","settings_persistence_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-006;PERF-007;PERF-008"
"FancyWM/Pages/Settings/RulesPage.xaml","first_party_production","settings_persistence_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Pages/Settings/RulesPage.xaml.cs","first_party_production","settings_persistence_ui","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Properties/launchSettings.json","first_party_production","repository_misc","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Properties/Settings.settings","first_party_production","repository_misc","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Resources/FancyWM.ahk.bin","first_party_binary_asset","resources_localization","BINARY_INVENTORIED","Type, size, packaging/loading reference reviewed; binary content not reverse-engineered",""
"FancyWM/Resources/FancyWM.lnk.bin","first_party_binary_asset","resources_localization","BINARY_INVENTORIED","Type, size, packaging/loading reference reviewed; binary content not reverse-engineered",""
"FancyWM/Resources/Files.Designer.cs","generated_from_first_party_resx","resources_localization","GENERATED_OUTPUT_REVIEWED","Generator source resx and ResourceManager runtime call pattern reviewed",""
"FancyWM/Resources/Files.resx","first_party_production","resources_localization","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Resources/hand_grab.cur","first_party_binary_asset","resources_localization","BINARY_INVENTORIED","Type, size, packaging/loading reference reviewed; binary content not reverse-engineered",""
"FancyWM/Resources/hand_grabbing.cur","first_party_binary_asset","resources_localization","BINARY_INVENTORIED","Type, size, packaging/loading reference reviewed; binary content not reverse-engineered",""
"FancyWM/Resources/Icon.ico","first_party_binary_asset","resources_localization","BINARY_INVENTORIED","Type, size, packaging/loading reference reviewed; binary content not reverse-engineered",""
"FancyWM/Resources/Strings.bg-BG.resx","first_party_production","resources_localization","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Resources/Strings.Designer.cs","generated_from_first_party_resx","resources_localization","GENERATED_OUTPUT_REVIEWED","Generator source resx and ResourceManager runtime call pattern reviewed",""
"FancyWM/Resources/Strings.resx","first_party_production","resources_localization","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Startup.cs","first_party_production","startup_lifecycle","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-013;PERF-016;PERF-017;PERF-019;PERF-024;PERF-026"
"FancyWM/Themes/Fluent/Generic.xaml","first_party_production","theme_application","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Themes/Fluent/Rounded.xaml","first_party_production","theme_application","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Themes/Fluent/Squared.xaml","first_party_production","theme_application","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/TilingOverlayRenderer.cs","first_party_production","overlay_wpf","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-011;PERF-021;PERF-025;PERF-028;PERF-029"
"FancyWM/TilingService.cs","first_party_production","tiling_core","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-002;PERF-004;PERF-006;PERF-007;PERF-008;PERF-009;PERF-019;PERF-022"
"FancyWM/TilingService.MasterSatellite.Commands.cs","first_party_production","tiling_core","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-002;PERF-004;PERF-006;PERF-007;PERF-008;PERF-009;PERF-019;PERF-022"
"FancyWM/TilingService.MasterSatellite.cs","first_party_production","tiling_core","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-002;PERF-004;PERF-006;PERF-007;PERF-008;PERF-009;PERF-019;PERF-022"
"FancyWM/TilingService.Private.cs","first_party_production","tiling_core","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-002;PERF-004;PERF-006;PERF-007;PERF-008;PERF-009;PERF-019;PERF-022"
"FancyWM/TilingWorkspace.Algorithmic.cs","first_party_production","tiling_core","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-007;PERF-008;PERF-009;PERF-022"
"FancyWM/TilingWorkspace.cs","first_party_production","tiling_core","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-007;PERF-008;PERF-009;PERF-022"
"FancyWM/Toasts/IToastService.cs","first_party_production","toast_wpf","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-026"
"FancyWM/Toasts/ToastService.cs","first_party_production","toast_wpf","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-026"
"FancyWM/Toasts/ToastWindow.xaml","first_party_production","toast_wpf","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-026"
"FancyWM/Toasts/ToastWindow.xaml.cs","first_party_production","toast_wpf","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-026"
"FancyWM/Utilities/AnimationThread.cs","first_party_production","animation","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-010"
"FancyWM/Utilities/Autostart.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/BindingErrorListener.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/CircularBuffer.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/Collections.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-029;PERF-033"
"FancyWM/Utilities/ColorExtensions.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/CountdownTimer.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/Counter.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/DebugLock.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/DelegateCommand.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/DependencyObjectExtensions.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/Dispatchers.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/Draggable.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-034"
"FancyWM/Utilities/Easings.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/ErrorEncoder.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/ExplorerFeature.cs","first_party_production","utilities","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified",""
"FancyWM/Utilities/FauxMicaProvider.cs","first_party_production","mica_wallpaper","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-013;PERF-016"
"FancyWM/Utilities/FocusHelper.cs","first_party_production","focus_native","FULL_CONTROL_FLOW_REVIEWED","Entire first-party production file/input read; callers, ownership and runtime cost classified","PERF-030"
